date,TENCENT,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,MAOTAI,LZLJ
2025-08-04,561.0000,229.3500,522.0400,201.4200,222.6900,769.3000,182.7000,329.6500,1420.9700,122.1500
2025-08-11,592.0000,231.5900,520.1700,203.9000,231.0300,785.2300,180.4500,330.5600,1422.0800,124.7000
2025-08-18,600.0000,227.7600,507.2300,206.0900,228.8400,754.7900,177.9900,340.0100,1463.9500,130.6900
2025-08-25,596.5000,232.1400,506.6900,212.9100,229.0000,738.7000,174.1800,333.8700,1480.0000,137.1900
2025-09-01,605.5000,239.6900,495.0000,235.0000,232.3300,752.4500,167.0200,350.8400,1483.0000,135.9000
2025-09-08,643.5000,234.0700,509.9000,240.8000,228.1500,755.5900,177.8200,395.9400,1516.0000,139.0000
2025-09-15,642.5000,245.5000,517.9300,254.7200,231.4800,778.3800,176.6700,426.0700,1467.9700,134.8500
2025-09-22,644.0000,255.4600,511.4600,246.5400,219.7800,743.7500,178.1900,440.4000,1435.0000,127.5800
2025-09-29,673.5000,258.0200,517.3500,245.3500,219.5100,710.5600,187.6200,429.8300,1443.9900,131.9200
2025-10-06,651.5000,245.2700,510.9600,236.5700,216.3700,705.3000,183.1600,413.4900,1430.0000,128.8700
2025-10-13,608.0000,252.2900,513.5800,253.3000,213.0400,716.9200,183.2200,439.3100,1455.0000,135.0000
2025-10-20,637.5000,262.8200,523.6100,259.9200,224.2100,738.3600,186.2600,433.7200,1450.0000,130.2400
2025-10-27,629.0000,270.3700,517.8100,281.1900,244.2200,648.3500,202.4900,456.5600,1430.0100,134.5400
2025-11-03,634.0000,268.4700,496.8200,278.8300,244.4100,621.7100,188.1500,429.5200,1433.3300,131.6500
2025-11-10,641.0000,272.4100,510.1800,276.4100,234.6900,609.4600,190.1700,404.3500,1456.6000,139.6200
2025-11-17,610.0000,271.4900,472.1200,299.6600,220.6900,594.2500,178.8800,391.0900,1466.6000,134.2000
2025-11-24,611.5000,278.8500,492.0100,320.1800,233.2200,647.9500,177.0000,430.1700,1450.5000,135.8800
2025-12-01,610.0000,278.7800,483.1600,321.2700,229.5300,673.4200,182.4100,455.0000,1430.0100,128.3500
2025-12-08,616.0000,278.2800,478.5300,309.2900,226.1900,644.2300,175.0200,458.9600,1420.6500,122.9800
2025-12-15,614.0000,273.6700,485.9200,307.1600,227.3500,658.7700,180.9900,481.2000,1410.0000,122.0900
2025-12-22,602.5000,273.4000,487.7100,313.5100,232.5200,663.2900,190.5300,475.1900,1414.1300,119.3900
2025-12-29,623.0000,271.0100,472.9400,315.1500,226.5000,650.4100,188.8500,438.0700,1377.1801,116.2200
2026-01-05,611.0000,259.3700,479.2800,328.5700,247.3800,653.0600,184.8600,445.0100,1419.1000,116.8600
2026-01-12,617.5000,255.5300,459.8600,330.0000,239.1200,620.2500,186.2300,437.5000,1382.0000,114.2800
2026-01-19,595.0000,248.0400,465.9500,327.9300,239.1600,658.7600,187.6700,449.0600,1337.0000,112.0400
2026-01-26,606.0000,259.4800,430.2900,338.0000,239.3000,716.5000,191.1300,430.4100,1401.0000,120.9000
2026-02-02,547.5000,278.1200,401.1400,322.8600,210.3200,661.4600,185.4100,411.1100,1515.0100,122.8300
2026-02-09,532.0000,255.7800,401.3200,305.7200,198.7900,639.7700,182.8100,417.4400,1485.3000,116.2500
2026-02-16,522.0000,264.5800,397.2300,314.9800,210.1100,655.6600,189.8200,411.8200,1485.3000,116.2500
2026-02-23,518.0000,264.1800,392.7400,311.7600,210.0000,648.1800,177.1900,402.5100,1455.0200,110.5000
2026-03-02,519.0000,257.4600,408.9600,298.5200,213.2100,644.8600,177.8200,396.7300,1402.0000,105.9800
2026-03-09,547.5000,250.1200,395.5500,302.2800,207.6700,613.7100,180.2500,391.2000,1413.6400,107.8600
2026-03-16,508.0000,247.9900,381.8700,301.0000,205.3700,593.6600,172.7000,367.9600,1445.0000,105.2000
2026-03-23,493.4000,248.8000,356.7700,274.3400,199.3400,525.7200,167.5200,361.8300,1416.0200,103.7800
2026-03-30,489.2000,255.9200,373.4600,295.7700,209.7700,574.4600,177.3900,360.5900,1460.0000,104.2700
2026-04-06,504.5000,260.4800,370.8700,317.2400,238.3800,629.8600,188.6300,348.9500,1453.9600,102.5100
2026-04-13,510.5000,270.2300,422.7900,341.6800,250.5600,688.5500,201.6800,400.6200,1407.2400,101.2000
2026-04-20,493.4000,271.0600,424.6200,344.4000,263.9900,675.0300,208.2700,376.3000,1458.4900,102.6300
2026-04-30,467.8000,285.0650,416.5150,384.4475,270.3350,610.5050,199.1700,394.7300,1384.7900,100.1000
